shape	Ip	Fp	N_x	N_y	D	A	B	beta	E	COF	LCC	h_min
C-12	120	1.0	6	6	1e-06	0.0005	0	0	0.93	0.003937063717658769	2684.6080064492585	5.25242955410786e-06
C-12	120	1.0	6	6	1e-06	0.0005	0	0	0.94	0.003413710095124933	3331.556787156179	4.500040061846485e-06
C-12	120	1.0	6	6	1e-06	0.0005	0	0	0.95	0.0029218100444699394	4244.52215646824	3.7511139963479543e-06
C-12	120	1.0	6	6	1e-06	0.0005	0	0	0.96	0.002472653944260291	5581.18008322463	3.0013700284796577e-06
C-12	120	1.0	6	6	1e-06	0.0005	0	0	0.97	0.0020709615250669414	7640.177249597261	2.250002661060349e-06
C-12	120	1.0	6	6	1e-06	0.0005	0	0	0.98	0.0012549590604747473	15351.928718621104	1.5002246466845808e-06
C-12	120	1.0	6	6	1e-06	0.0005	0	0	0.985	0.0011900676148792028	18543.56120375948	1.1257403882144718e-06
C-13	120	0.23	1	6	0.0002	0.0005	0	0	0.1	0.11582828416523809	31.846107216030344	6.75000081482569e-05
C-13	120	0.23	1	6	0.0002	0.0005	0	0	0.2	0.09246692089162915	41.25545089043277	6.000043007341366e-05
C-13	120	0.23	1	6	0.0002	0.0005	0	0	0.3	0.07059611197645188	56.84191731855738	5.2500003021689346e-05
C-13	120	0.23	1	6	0.0002	0.0005	0	0	0.4	0.053391400934832405	79.14332715340889	4.5000380006165826e-05
C-13	120	0.23	1	6	0.0002	0.0005	0	0	0.5	0.039620907847383674	112.95705581730269	3.7501281109113254e-05
C-13	120	0.23	1	6	0.0002	0.0005	0	0	0.6	0.028501246925501295	168.97790870161683	3.000063927514467e-05
C-13	120	0.23	1	6	0.0002	0.0005	0	0	0.7	0.019494702465329927	273.82862849324164	2.250021460757314e-05
C-13	120	0.23	1	6	0.0002	0.0005	0	0	0.8	0.012218216329171104	513.081099238624	1.5000840128131766e-05
C-13	120	0.23	1	6	0.0002	0.0005	0	0	0.9	0.006318264039744155	1345.3351398917434	7.500256582841246e-06
C-13	120	0.23	1	6	0.0002	0.0005	0	0	0.91	0.005788825114911709	1542.1448283264062	6.751839993857633e-06
C-13	120	0.23	1	6	0.0002	0.0005	0	0	0.92	0.005259171083320252	1791.7775104623377	6.00061781976745e-06
C-13	120	0.23	1	6	0.0002	0.0005	0	0	0.93	0.00473649795621169	2117.017703289493	5.250377745283265e-06
C-13	120	0.23	1	6	0.0002	0.0005	0	0	0.94	0.004210770187350566	2556.3363822252354	4.500747190852844e-06
C-13	120	0.23	1	6	0.0002	0.0005	0	0	0.95	0.003697285176378717	3179.4679201023396	3.7521789942774576e-06
C-13	120	0.23	1	6	0.0002	0.0005	0	0	0.96	0.003170080030477257	4124.058070581812	3.0015776743503806e-06
C-13	120	0.23	1	6	0.0002	0.0005	0	0	0.97	0.0026350492684831224	5712.479000919645	2.2513968094576925e-06
C-13	120	0.23	1	6	0.0002	0.0005	0	0	0.98	0.00206564706572847	8902.288588924606	1.5026620170521503e-06
C-13	120	0.23	1	6	0.0002	0.0005	0	0	0.985	0.0017490835815837165	12082.191433779313	1.1259364431214724e-06
C-14	120	1.0	1	6	0.0002	0.0005	0	0	0.1	0.03672405214727045	96.15597274266861	6.750025941337583e-05
C-14	120	1.0	1	6	0.0002	0.0005	0	0	0.2	0.05031801082118954	91.80418303580637	6.000049911288992e-05
C-14	120	1.0	1	6	0.0002	0.0005	0	0	0.3	0.28333554273640926	16.843866998194386	5.250007773093788e-05
C-14	120	1.0	1	6	0.0002	0.0005	0	0	0.4	0.11752559669554809	42.1128995408171	4.500059128494331e-05
C-14	120	1.0	1	6	0.0002	0.0005	0	0	0.5	0.03162616907843221	162.8708033261893	3.750043022372909e-05
C-14	120	1.0	1	6	0.0002	0.0005	0	0	0.6	0.007819785615463523	679.4795374363696	3.0000552289577553e-05
C-14	120	1.0	1	6	0.0002	0.0005	0	0	0.7	0.0037640107134363204	1549.6949924081734	2.250175605784258e-05
C-14	120	1.0	1	6	0.0002	0.0005	0	0	0.8	0.001970832048755682	3549.582362101037	1.5000694547731366e-05
C-14	120	1.0	1	6	0.0002	0.0005	0	0	0.9	0.005277261750452099	1936.9313129328052	7.500471902560751e-06
C-14	120	1.0	1	6	0.0002	0.0005	0	0	0.91	0.0061683914671943636	1740.190298346891	6.7520747031633905e-06
C-14	120	1.0	1	6	0.0002	0.0005	0	0	0.92	0.006114440654499585	1842.5445595653623	6.001626073047883e-06
C-14	120	1.0	1	6	0.0002	0.0005	0	0	0.93	0.005721276563368028	2077.540700816099	5.251655627947826e-06
C-14	120	1.0	1	6	0.0002	0.0005	0	0	0.94	0.005154065214445652	2456.786000760962	4.500008995242913e-06
C-14	120	1.0	1	6	0.0002	0.0005	0	0	0.95	0.004515531674305403	3028.559596134799	3.7507107349300957e-06
C-14	120	1.0	1	6	0.0002	0.0005	0	0	0.96	0.003830072573196954	3920.67556162972	3.0006824260446678e-06
C-14	120	1.0	1	6	0.0002	0.0005	0	0	0.97	0.003120047047537183	5447.487678966425	2.250309441429865e-06
C-14	120	1.0	1	6	0.0002	0.0005	0	0	0.98	0.0023383354221985977	8588.337994601563	1.5001263994609075e-06
C-14	120	1.0	1	6	0.0002	0.0005	0	0	0.985	0.001888053540995369	11821.496759193407	1.1251863737213483e-06
C-15	120	0.23	6	6	0.0002	0.0005	0	0	0.1	0.12102268420582792	26.66271693343841	6.750000086820837e-05
C-15	120	0.23	6	6	0.0002	0.0005	0	0	0.2	0.10444795067848243	34.36319170575193	6.000055817095338e-05
C-15	120	0.23	6	6	0.0002	0.0005	0	0	0.3	0.08361759564093289	46.7743076982088	5.250080219280483e-05
C-15	120	0.23	6	6	0.0002	0.0005	0	0	0.4	0.06504386771566095	63.91207746453483	4.500113316773997e-05
C-15	120	0.23	6	6	0.0002	0.0005	0	0	0.5	0.04930164730144001	89.49101920773101	3.7500388679223406e-05
C-15	120	0.23	6	6	0.0002	0.0005	0	0	0.6	0.03620061673470863	131.18486853583664	3.0000322261941464e-05
C-15	120	0.23	6	6	0.0002	0.0005	0	0	0.7	0.025363137618956078	207.52011458528767	2.2501166625823155e-05
C-15	120	0.23	6	6	0.0002	0.0005	0	0	0.8	0.01636554672663286	377.38964777894955	1.5000000337277917e-05
C-15	120	0.23	6	6	0.0002	0.0005	0	0	0.9	0.0091240097775362	916.8597035013199	7.5008513098218675e-06
C-15	120	0.23	6	6	0.0002	0.0005	0	0	0.91	0.008481186857275523	1035.3512993040324	6.752295608826994e-06
C-15	120	0.23	6	6	0.0002	0.0005	0	0	0.92	0.007847930650412643	1180.7569686189593	6.000469410113301e-06
C-15	120	0.23	6	6	0.0002	0.0005	0	0	0.93	0.007222930079156077	1364.7815854317896	5.251021773195873e-06
C-15	120	0.23	6	6	0.0002	0.0005	0	0	0.94	0.006470249899269865	1634.7342490509998	4.500071947428968e-06
C-15	120	0.23	6	6	0.0002	0.0005	0	0	0.95	0.0056160552157379535	2056.1635879789233	3.7521146002275987e-06
C-15	120	0.23	6	6	0.0002	0.0005	0	0	0.96	0.004724097627404468	2718.66831260652	3.0017967783375424e-06
C-15	120	0.23	6	6	0.0002	0.0005	0	0	0.97	0.003831161744095345	3861.6978489625126	2.2500009309059626e-06
C-15	120	0.23	6	6	0.0002	0.0005	0	0	0.98	0.0029019574856769415	6230.135529818841	1.5000002336101823e-06
C-15	120	0.23	6	6	0.0002	0.0005	0	0	0.985	0.0024152020033265014	8664.750388533792	1.1252181760437407e-06
C-16	120	1.0	6	6	0.0002	0.0005	0	0	0.1	0.019923545631436192	164.29991468192773	6.750023800445574e-05
C-16	120	1.0	6	6	0.0002	0.0005	0	0	0.2	0.027723512818805824	166.42443022145213	6.000003431993728e-05
C-16	120	1.0	6	6	0.0002	0.0005	0	0	0.3	0.027050315757575914	175.00683507030413	5.250001240714062e-05
C-16	120	1.0	6	6	0.0002	0.0005	0	0	0.4	0.14423234706018762	34.24007337835831	4.500010800151547e-05
C-16	120	1.0	6	6	0.0002	0.0005	0	0	0.5	0.13919179144724467	36.804374981110605	3.7500102960596676e-05
C-16	120	1.0	6	6	0.0002	0.0005	0	0	0.6	0.059804335895253066	91.68152407444506	3.000009025859275e-05
C-16	120	1.0	6	6	0.0002	0.0005	0	0	0.7	0.031417812396599944	193.78107326865253	2.2500131087653785e-05
C-16	120	1.0	6	6	0.0002	0.0005	0	0	0.8	0.017327768374952788	413.24143474141533	1.5000638679729682e-05
C-16	120	1.0	6	6	0.0002	0.0005	0	0	0.9	0.022179838312169832	458.97288900559005	7.500087056755377e-06
C-16	120	1.0	6	6	0.0002	0.0005	0	0	0.91	0.01053237005548621	1024.24264087651	6.750552358160474e-06
C-16	120	1.0	6	6	0.0002	0.0005	0	0	0.92	0.008070771410565338	1413.1224819039608	6.000000005467898e-06
C-16	120	1.0	6	6	0.0002	0.0005	0	0	0.93	0.007518672680714694	1612.5587039108595	5.25004225729963e-06
C-16	120	1.0	6	6	0.0002	0.0005	0	0	0.94	0.007203289304304556	1801.7433935833826	4.50000679316376e-06
C-16	120	1.0	6	6	0.0002	0.0005	0	0	0.95	0.00662920429327179	2114.1155664402504	3.751759201547039e-06
C-16	120	1.0	6	6	0.0002	0.0005	0	0	0.96	0.00572027129763707	2694.5165015820025	3.0026422211914426e-06
C-16	120	1.0	6	6	0.0002	0.0005	0	0	0.97	0.00467480308992495	3709.499907004289	2.2505475732031985e-06
C-16	120	1.0	6	6	0.0002	0.0005	0	0	0.98	0.003689149139487991	5546.43928087765	1.500003870013186e-06
C-16	120	1.0	6	6	0.0002	0.0005	0	0	0.985	0.003254608822130271	7100.532638796795	1.1250210049846275e-06
C-17	120	0.615	1	1	0.0001005	0.0004	0	0	0.1	0.6300183548242063	5.9391828190088685	6.750001360673512e-05
C-17	120	0.615	1	1	0.0001005	0.0004	0	0	0.2	0.3190254430065844	12.117990291443625	6.000000531167488e-05
C-17	120	0.615	1	1	0.0001005	0.0004	0	0	0.3	0.20466095650428326	19.615352890427253	5.2500242871825525e-05
C-17	120	0.615	1	1	0.0001005	0.0004	0	0	0.4	0.1415529928383935	29.62584172787908	4.5000488307105284e-05
C-17	120	0.615	1	1	0.0001005	0.0004	0	0	0.5	0.09980453665310109	44.34621774690514	3.7500179094000165e-05
C-17	120	0.615	1	1	0.0001005	0.0004	0	0	0.6	0.0693742555108406	68.51974423621613	3.000020698098029e-05
C-17	120	0.615	1	1	0.0001005	0.0004	0	0	0.7	0.045913988159716417	114.61554347913106	2.250030841573442e-05
C-17	120	0.615	1	1	0.0001005	0.0004	0	0	0.8	0.027127655813038973	227.4160125570002	1.500034961126361e-05
C-17	120	0.615	1	1	0.0001005	0.0004	0	0	0.9	0.01152905469498	725.6532145209593	7.50130724784263e-06
C-17	120	0.615	1	1	0.0001005	0.0004	0	0	0.91	0.010102041449081205	869.3779492540682	6.750001928205226e-06
C-17	120	0.615	1	1	0.0001005	0.0004	0	0	0.92	0.008719043672090556	1064.6712073562098	6.000568115623067e-06
C-17	120	0.615	1	1	0.0001005	0.0004	0	0	0.93	0.007396321986364068	1337.4894456996046	5.250890197976912e-06
C-17	120	0.615	1	1	0.0001005	0.0004	0	0	0.94	0.006172198390063023	1726.828134953011	4.500511058108503e-06
C-17	120	0.615	1	1	0.0001005	0.0004	0	0	0.95	0.005089147532018994	2289.707992310197	3.7501508644453227e-06
C-17	120	0.615	1	1	0.0001005	0.0004	0	0	0.96	0.00417470340984	3115.5564648193113	3.000156010931909e-06
C-17	120	0.615	1	1	0.0001005	0.0004	0	0	0.97	0.0035030722786365313	4261.732876325339	2.250000694441181e-06
C-17	120	0.615	1	1	0.0001005	0.0004	0	0	0.98	0.002562087863314387	7174.468291148842	1.5000260484478082e-06
C-17	120	0.615	1	1	0.0001005	0.0004	0	0	0.985	0.0020196788297036114	10050.528372768196	1.1258253492174628e-06
C-18	120	0.615	6	1	0.0001005	0.0004	0	0	0.1	0.06028097060256527	70.19659643213184	6.750000454122706e-05
C-18	120	0.615	6	1	0.0001005	0.0004	0	0	0.2	0.04527284638608127	92.57859556624064	6.000001806405465e-05
C-18	120	0.615	6	1	0.0001005	0.0004	0	0	0.3	0.03345973829442374	127.30174834684425	5.2500006427319074e-05
C-18	120	0.615	6	1	0.0001005	0.0004	0	0	0.4	0.023648119030898532	186.68526709490857	4.50007677201104e-05
C-18	120	0.615	6	1	0.0001005	0.0004	0	0	0.5	0.015817636981212652	295.66558350203013	3.7501014600721916e-05
C-18	120	0.615	6	1	0.0001005	0.0004	0	0	0.6	0.009799303570240362	517.0606695003796	3.0000011273972645e-05
C-18	120	0.615	6	1	0.0001005	0.0004	0	0	0.7	0.005474381613464089	1033.7062589824848	2.2501099973656835e-05
C-18	120	0.615	6	1	0.0001005	0.0004	0	0	0.8	0.0027089336619448763	2508.9095097974755	1.5000965205959803e-05
C-18	120	0.615	6	1	0.0001005	0.0004	0	0	0.9	0.0010885352827229914	8837.057188952936	7.5009254396471545e-06
C-18	120	0.615	6	1	0.0001005	0.0004	0	0	0.91	0.000982153594300836	10337.17660312272	6.751220483835884e-06
C-18	120	0.615	6	1	0.0001005	0.0004	0	0	0.92	0.0008879172393816542	12142.563010562171	6.0000086476557465e-06
C-18	120	0.615	6	1	0.0001005	0.0004	0	0	0.93	0.0008083397302665955	14280.721595462337	5.2500261968169864e-06
C-18	120	0.615	6	1	0.0001005	0.0004	0	0	0.94	0.0007469188436516681	16724.258381285672	4.500013887448978e-06
C-18	120	0.615	6	1	0.0001005	0.0004	0	0	0.95	0.0007091160327588713	19330.490855498538	3.750002386688017e-06
C-18	120	0.615	6	1	0.0001005	0.0004	0	0	0.96	0.0007043905764991539	21813.61062997251	3.000007858582279e-06
C-18	120	0.615	6	1	0.0001005	0.0004	0	0	0.97	0.0007387937448039256	23953.110880737146	2.2500428104292616e-06
C-18	120	0.615	6	1	0.0001005	0.0004	0	0	0.98	0.0008088225816703315	26535.55918412851	1.5005043670764466e-06
C-18	120	0.615	6	1	0.0001005	0.0004	0	0	0.985	0.0008463440898585221	29045.47273967787	1.1257169283113431e-06
C-19	120	0.615	1	10	0.0001005	0.0004	0	0	0.1	0.5272034701316363	7.206523674528224	6.75001478429449e-05
C-19	120	0.615	1	10	0.0001005	0.0004	0	0	0.2	0.2710077489623013	14.544061672432603	6.000005662374653e-05
C-19	120	0.615	1	10	0.0001005	0.0004	0	0	0.3	0.17465543275387801	23.451987795473173	5.250021263569246e-05
C-19	120	0.615	1	10	0.0001005	0.0004	0	0	0.4	0.12063999199998705	35.41779710175467	4.500000113636497e-05
C-19	120	0.615	1	10	0.0001005	0.0004	0	0	0.5	0.08413922328864223	53.41685207391658	3.7500064374086475e-05
C-19	120	0.615	1	10	0.0001005	0.0004	0	0	0.6	0.05702695810835229	84.11290836953397	3.0000897436473375e-05
C-19	120	0.615	1	10	0.0001005	0.0004	0	0	0.7	0.03637661226875205	144.6968291479075	2.2500219900500903e-05
C-19	120	0.615	1	10	0.0001005	0.0004	0	0	0.8	0.021249363744227086	286.7876246494976	1.5001295408798508e-05
C-19	120	0.615	1	10	0.0001005	0.0004	0	0	0.9	0.012043514281021638	677.4748479688798	7.500066548506978e-06
C-19	120	0.615	1	10	0.0001005	0.0004	0	0	0.91	0.01190733546606904	719.7751296164683	6.7500019217288814e-06
C-19	120	0.615	1	10	0.0001005	0.0004	0	0	0.92	0.01223770127438498	741.5098539294079	6.000792025716284e-06
C-19	120	0.615	1	10	0.0001005	0.0004	0	0	0.93	0.012767592376982448	762.1409242639527	5.250602171717294e-06
C-19	120	0.615	1	10	0.0001005	0.0004	0	0	0.94	0.011423850225953016	923.7956895900728	4.500439119128338e-06
C-19	120	0.615	1	10	0.0001005	0.0004	0	0	0.95	0.009064226057184667	1276.820697158955	3.75221388584028e-06
C-19	120	0.615	1	10	0.0001005	0.0004	0	0	0.96	0.008199258552244912	1566.7755940792463	3.001514743731315e-06
C-19	120	0.615	1	10	0.0001005	0.0004	0	0	0.97	0.0069379795711585115	2081.397511878071	2.2508917297473616e-06
C-19	120	0.615	1	10	0.0001005	0.0004	0	0	0.98	0.002699161591101722	6352.36895224019	1.5000205374688267e-06
C-19	120	0.615	1	10	0.0001005	0.0004	0	0	0.985	0.0019332858200581799	10247.604715212667	1.1261784523032087e-06
C-20	120	0.615	6	10	0.0001005	0.0004	0	0	0.1	0.013865524916631181	321.97070800817306	6.75000734494913e-05
C-20	120	0.615	6	10	0.0001005	0.0004	0	0	0.2	0.010499414380352002	421.79844333130626	6.000036142132519e-05
C-20	120	0.615	6	10	0.0001005	0.0004	0	0	0.3	0.0076861449674237945	582.8961631653141	5.250063174247529e-05
C-20	120	0.615	6	10	0.0001005	0.0004	0	0	0.4	0.0053599720185468335	859.1854891603457	4.5000164088576476e-05
C-20	120	0.615	6	10	0.0001005	0.0004	0	0	0.5	0.0035567220700599973	1360.6822196214112	3.750055899483525e-05
C-20	120	0.615	6	10	0.0001005	0.0004	0	0	0.6	0.002230778836839342	2344.2849906878782	3.0001251119026364e-05
C-20	120	0.615	6	10	0.0001005	0.0004	0	0	0.7	0.0013018245578085093	4520.586402275708	2.250029704056736e-05
C-20	120	0.615	6	10	0.0001005	0.0004	0	0	0.8	0.0006777209396598804	10418.982337507008	1.5000004939602638e-05
C-20	120	0.615	6	10	0.0001005	0.0004	0	0	0.9	0.0003028166849649299	32439.094500600753	7.500225221300332e-06
C-20	120	0.615	6	10	0.0001005	0.0004	0	0	0.91	0.0002796461843468042	36978.341999227414	6.750767538431734e-06
C-20	120	0.615	6	10	0.0001005	0.0004	0	0	0.92	0.00025977499109217436	42173.983182105294	6.0014024742484815e-06
C-20	120	0.615	6	10	0.0001005	0.0004	0	0	0.93	0.00024361331085223114	48028.42502527237	5.251937232177311e-06
C-20	120	0.615	6	10	0.0001005	0.0004	0	0	0.94	0.00023179991223331705	54475.75912525845	4.502202763800125e-06
C-20	120	0.615	6	10	0.0001005	0.0004	0	0	0.95	0.00022526586172688385	61356.29885525787	3.7521167209554838e-06
C-20	120	0.615	6	10	0.0001005	0.0004	0	0	0.96	0.00022571825238946992	68435.10853223295	3.001684566450635e-06
C-20	120	0.615	6	10	0.0001005	0.0004	0	0	0.97	0.00023625033247195036	75479.76870304454	2.250952676875806e-06
C-20	120	0.615	6	10	0.0001005	0.0004	0	0	0.98	0.0002647326398338951	82462.89129429276	1.5000975022573524e-06
C-20	120	0.615	6	10	0.0001005	0.0004	0	0	0.985	0.0002926077810017708	86092.8748106607	1.1251185637335737e-06
C-21	120	0.615	1	1	0.0001005	0.0006	0	0	0.1	0.6301215028630835	5.941185154209968	6.750014365007618e-05
C-21	120	0.615	1	1	0.0001005	0.0006	0	0	0.2	0.28564518029933117	13.572660988118175	6.0000355134396345e-05
C-21	120	0.615	1	1	0.0001005	0.0006	0	0	0.3	0.16627643008635173	24.251758513430197	5.250006238357526e-05
C-21	120	0.615	1	1	0.0001005	0.0006	0	0	0.4	0.10894106917059125	38.672088811912985	4.5000001038577776e-05
C-21	120	0.615	1	1	0.0001005	0.0006	0	0	0.5	0.0739353776139853	60.11062172929913	3.750001541302069e-05
C-21	120	0.615	1	1	0.0001005	0.0006	0	0	0.6	0.050016274928355794	95.3984128619114	3.000009770585926e-05
C-21	120	0.615	1	1	0.0001005	0.0006	0	0	0.7	0.03277035760480246	161.21134182337522	2.2501015573969462e-05
C-21	120	0.615	1	1	0.0001005	0.0006	0	0	0.8	0.020121288857278378	307.8999506448524	1.5000023625717494e-05
C-21	120	0.615	1	1	0.0001005	0.0006	0	0	0.9	0.01134937755162199	736.1762901497987	7.500613612537454e-06
C-21	120	0.615	1	1	0.0001005	0.0006	0	0	0.91	0.010490896908559526	835.0622744345692	6.751952352277967e-06
C-21	120	0.615	1	1	0.0001005	0.0006	0	0	0.92	0.009155288445592056	1010.7240257083183	6.001243103579046e-06
C-21	120	0.615	1	1	0.0001005	0.0006	0	0	0.93	0.007760671404977885	1270.908832080512	5.250901694776849e-06
C-21	120	0.615	1	1	0.0001005	0.0006	0	0	0.94	0.006450159852111521	1647.111027432004	4.50178805491426e-06
C-21	120	0.615	1	1	0.0001005	0.0006	0	0	0.95	0.005286343228963062	2198.087386913771	3.7518400405121773e-06
C-21	120	0.615	1	1	0.0001005	0.0006	0	0	0.96	0.004306661268627753	3013.393468889041	3.0011442953722848e-06
C-21	120	0.615	1	1	0.0001005	0.0006	0	0	0.97	0.003574597311115988	4175.006189798981	2.2500853065226893e-06
C-21	120	0.615	1	1	0.0001005	0.0006	0	0	0.98	0.0028117394484847434	6455.680315164853	1.5001007761585609e-06
C-21	120	0.615	1	1	0.0001005	0.0006	0	0	0.985	0.0022214131890723387	9136.734535914531	1.1250016340697055e-06
C-22	120	0.615	6	1	0.0001005	0.0006	0	0	0.1	0.19139284866006953	20.96150385139117	6.750010401900095e-05
C-22	120	0.615	6	1	0.0001005	0.0006	0	0	0.2	0.12312699100714182	32.62357063363369	6.000000907061455e-05
C-22	120	0.615	6	1	0.0001005	0.0006	0	0	0.3	0.08424593631367348	49.05581648218619	5.250043455324215e-05
C-22	120	0.615	6	1	0.0001005	0.0006	0	0	0.4	0.05786609799530765	74.30603534744732	4.500055890790128e-05
C-22	120	0.615	6	1	0.0001005	0.0006	0	0	0.5	0.03932338427284483	115.67524952938734	3.750018857843287e-05
C-22	120	0.615	6	1	0.0001005	0.0006	0	0	0.6	0.026244620706555043	187.92904584538798	3.0000000567549772e-05
C-22	120	0.615	6	1	0.0001005	0.0006	0	0	0.7	0.01656681437520518	332.2668296929401	2.2500000218376235e-05
C-22	120	0.615	6	1	0.0001005	0.0006	0	0	0.8	0.00923598993135679	707.4174301252958	1.5000001432779632e-05
C-22	120	0.615	6	1	0.0001005	0.0006	0	0	0.9	0.004035246022195569	2215.4918669215735	7.50177118052695e-06
C-22	120	0.615	6	1	0.0001005	0.0006	0	0	0.91	0.003604623737179954	2602.0533336617723	6.751369011872654e-06
C-22	120	0.615	6	1	0.0001005	0.0006	0	0	0.92	0.0031876019800190394	3105.9288550423503	6.000471732481224e-06
C-22	120	0.615	6	1	0.0001005	0.0006	0	0	0.93	0.002794695906256431	3775.9588302639872	5.250197705486611e-06
C-22	120	0.615	6	1	0.0001005	0.0006	0	0	0.94	0.0024336735818899675	4676.90498479253	4.500132734556908e-06
C-22	120	0.615	6	1	0.0001005	0.0006	0	0	0.95	0.0021152622238543722	5888.809108070975	3.7500603869374783e-06
C-22	120	0.615	6	1	0.0001005	0.0006	0	0	0.96	0.0018602764982530264	7482.478307401486	3.000073705330541e-06
C-22	120	0.615	6	1	0.0001005	0.0006	0	0	0.97	0.0016873809169626228	9481.24213586289	2.252687540858586e-06
C-22	120	0.615	6	1	0.0001005	0.0006	0	0	0.98	0.0016200764509605077	11981.515304596816	1.500752346432288e-06
C-22	120	0.615	6	1	0.0001005	0.0006	0	0	0.985	0.0015761279335523546	14058.144470241878	1.1250389065150355e-06
C-23	120	0.615	1	10	0.0001005	0.0006	0	0	0.1	0.5773392028679396	6.517218787952093	6.750003912211003e-05
C-23	120	0.615	1	10	0.0001005	0.0006	0	0	0.2	0.3061319840289282	12.707592526553837	6.0000048800349004e-05
C-23	120	0.615	1	10	0.0001005	0.0006	0	0	0.3	0.20064674794823487	20.14782194272112	5.250043948616542e-05
C-23	120	0.615	1	10	0.0001005	0.0006	0	0	0.4	0.13949955419836907	30.3207804146148	4.500109874611831e-05
C-23	120	0.615	1	10	0.0001005	0.0006	0	0	0.5	0.09616660716714372	46.34604373434014	3.750136507598821e-05
C-23	120	0.615	1	10	0.0001005	0.0006	0	0	0.6	0.06295824795418783	75.50804824875404	3.0000893874157666e-05
C-23	120	0.615	1	10	0.0001005	0.0006	0	0	0.7	0.037660430422618664	138.21555113448642	2.2500202577736386e-05
C-23	120	0.615	1	10	0.0001005	0.0006	0	0	0.8	0.020612553610193554	290.98470276095503	1.5000350157548494e-05
C-23	120	0.615	1	10	0.0001005	0.0006	0	0	0.9	0.011582137839294309	690.2539968710887	7.5017103581162334e-06
C-23	120	0.615	1	10	0.0001005	0.0006	0	0	0.91	0.011366696477818341	738.0241888107122	6.750845589154902e-06
C-23	120	0.615	1	10	0.0001005	0.0006	0	0	0.92	0.011937821135688698	745.5777573623002	6.000513244338792e-06
C-23	120	0.615	1	10	0.0001005	0.0006	0	0	0.93	0.013691546192598762	697.7594738955695	5.251446137831297e-06
C-23	120	0.615	1	10	0.0001005	0.0006	0	0	0.94	0.012190154031820489	856.5733847384993	4.501221874175134e-06
C-23	120	0.615	1	10	0.0001005	0.0006	0	0	0.95	0.008757123038131275	1313.433255375395	3.7500307376187284e-06
C-23	120	0.615	1	10	0.0001005	0.0006	0	0	0.96	0.0078098339132540075	1633.3915085182414	3.0000012333111556e-06
C-23	120	0.615	1	10	0.0001005	0.0006	0	0	0.97	0.007540596305908611	1863.9789296791485	2.250930151772323e-06
C-23	120	0.615	1	10	0.0001005	0.0006	0	0	0.98	0.0021995724844817367	7816.3454493829	1.5009943297525362e-06
C-23	120	0.615	1	10	0.0001005	0.0006	0	0	0.985	0.0021738007935078562	8784.214470399369	1.1250375477767304e-06
C-24	120	0.615	6	10	0.0001005	0.0006	0	0	0.1	0.07160999084841904	60.85384464075791	6.750000232108408e-05
C-24	120	0.615	6	10	0.0001005	0.0006	0	0	0.2	0.04964760692749919	85.56291344167305	6.000043244702583e-05
